DATA_RILEVAZIONE,BENZINA,GASOLIO_AUTO,GPL,METANO,GNL,GASOLIO_RISCALDAMENTO,O.C._FLUIDO_BTZ,O.C._DENSO_BTZ
2005-01-03,"1.115,75","1.018,28","552,5",,,"948,5","553,25","229,52"
2005-01-10,1.088,"1.004,39","552,57",,,"947,94","554,22","238,37"
2005-01-17,"1.088,14","1.004,31","551,88",,,"952,42","562,78","245,89"
2005-01-24,"1.090,01","1.004,31","551,88",,,"963,98","573,42","243,84"
2005-01-31,"1.132,11","1.022,6","551,88",,,"972,95","579,23","242,53"
2005-02-07,"1.135,87","1.022,67","551,88",,,"955,66","565,28","250,24"
2005-02-14,"1.135,88","1.022,46","551,88",,,"963,5","567,19","246,86"
2005-02-21,"1.136,04","1.022,79","551,88",,,"968,29","567,01","242,84"
2005-02-28,"1.136,04","1.022,85","551,88",,,"989,42","571,97","258,17"
2005-03-07,"1.158,78","1.047,59","552,37",,,"1.012,05","587,08","266,79"
2005-03-14,"1.185,9","1.072,72","553,56",,,1.007,"587,2","273,09"
2005-03-21,"1.185,98","1.072,86","553,56",,,"1.014,9","589,28","276,86"
2005-04-04,"1.187,92","1.074,63","553,56",,,"1.025,15","603,17","289,78"
2005-04-11,"1.236,35","1.122,8","553,81",,,"1.030,84","608,22","313,53"
2005-04-18,"1.236,35","1.122,8","553,81",,,"1.018,49","602,77","289,2"
2005-04-25,"1.234,89","1.121,45","553,81",,,"1.016,08","605,23","294,82"
2005-05-02,"1.234,89","1.092,92","553,2",,,"1.008,37","600,28","289,41"
2005-05-09,"1.215,38","1.072,72","553,2",,,"1.000,75","592,43","279,99"
2005-05-16,"1.201,12","1.062,62","553,2",,,"986,34","578,27","284,06"
2005-05-23,"1.186,26","1.052,68","553,2",,,"990,43","585,79","292,33"
2005-05-30,"1.186,26","1.052,68","553,2",,,1.001,"594,08","287,22"
2005-06-06,"1.197,86","1.074,55","553,2",,,"1.024,37","600,94","290,06"
2005-06-13,"1.216,26","1.102,35","553,2",,,"1.039,01","610,85","292,25"
2005-06-20,"1.216,44","1.104,03","553,2",,,"1.050,01","617,81","311,35"
2005-06-27,"1.231,19","1.120,85","553,2",,,"1.059,54","635,86","328,78"
2005-07-04,"1.245,79","1.131,05","553,44",,,"1.064,42","645,06","316,56"
2005-07-11,"1.246,15","1.131,97","553,44",,,"1.081,69","647,88","329,41"
2005-07-18,"1.247,67","1.133,37","553,44",,,"1.072,66","645,16","325,33"
2005-07-25,"1.245,7","1.132,13","553,44",,,"1.056,69","647,26","319,07"
2005-08-01,"1.246,26","1.132,13","553,44",,,"1.062,67","639,43","321,7"
2005-08-08,"1.246,26","1.132,82","553,44",,,"1.065,31","649,28","321,56"
2005-08-22,"1.275,6","1.157,26","555,16",,,"1.087,73","646,84","326,21"
2005-08-29,"1.277,05","1.157,9","555,16",,,"1.111,53","665,08","329,28"
2005-09-05,"1.306,89","1.179,13","555,16",,,"1.148,23","688,76","359,42"
2005-09-12,"1.329,84","1.206,9","578,22",,,"1.121,71",677,"350,45"
2005-09-19,"1.296,46","1.178,61",579,,,"1.124,51","685,98","356,72"
2005-09-26,"1.293,42","1.177,67","579,54",,,"1.134,44","699,53","373,2"
2005-10-03,"1.335,22","1.217,1","593,24",,,"1.149,46","695,83","371,83"
2005-10-10,"1.337,86","1.218,09",599,,,"1.136,83","691,57","352,13"
2005-10-17,"1.334,07","1.216,71",599,,,"1.145,53","702,95","368,85"
2005-10-24,"1.295,58","1.208,15",599,,,"1.125,59","698,92","363,41"
2005-10-31,"1.256,81","1.169,02","601,29",,,"1.123,6","698,32","361,23"
2005-11-07,"1.255,08","1.167,34","604,47",,,"1.104,32","685,58","343,69"
2005-11-14,"1.245,95","1.138,33","606,56",,,"1.091,94","686,04","345,84"
2005-11-21,"1.226,62","1.118,46","625,92",,,"1.090,86","683,43","351,99"
2005-11-28,"1.226,19","1.118,46",629,,,"1.074,63","687,79","337,54"
2005-12-05,"1.207,21","1.108,09","636,75",,,"1.084,77","680,99","328,18"
2005-12-12,"1.214,49","1.114,85","636,75",,,"1.087,86","686,23","352,95"
2005-12-19,"1.228,03","1.128,36","637,51",,,"1.095,41","690,18","351,14"
2006-01-02,"1.217,22","1.117,79","637,51",,,"1.083,07","678,95","346,67"
2006-01-09,"1.255,71","1.155,76",664,,,"1.107,53","691,96","361,94"
2006-01-16,"1.259,7","1.157,03","669,73",,,"1.102,09","691,8","361,72"
2006-01-23,"1.260,08","1.156,96","671,44",,,"1.116,32","699,98","376,44"
2006-01-30,"1.260,32","1.157,35","675,35",,,"1.110,95","702,32","370,48"
2006-02-06,"1.258,18","1.157,27","675,85",,,"1.112,36","707,54","380,1"
2006-02-13,"1.257,92","1.157,27","675,85",,,"1.102,37","708,79","383,96"
2006-02-20,"1.228,36","1.137,2","675,85",,,"1.100,1","706,96","380,09"
2006-02-27,"1.226,36","1.137,98","675,85",,,"1.103,23","712,66","386,8"
2006-03-06,"1.256,01","1.167,02","681,24",,,"1.123,43","718,1","375,52"
2006-03-13,"1.256,01","1.167,15","681,24",,,"1.111,32","707,63","365,2"
2006-03-20,"1.261,81","1.169,1","681,24",,,"1.114,32","714,85","370,67"
2006-03-27,"1.261,48","1.169,46","681,24",,,"1.116,45","707,04","362,82"
2006-04-03,"1.286,65","1.169,51","673,49",,,"1.122,74","716,71","360,01"
2006-04-10,"1.289,98","1.169,61","655,18",,,"1.122,03","710,32","360,77"
2006-04-24,"1.338,02","1.208,09","651,59",,,"1.148,88","716,7","370,58"
2006-05-01,"1.342,06","1.210,84","651,59",,,"1.150,1","706,94","365,64"
2006-05-02,"1.342,06","1.210,84","651,59",,,"1.150,1","706,94","365,64"
2006-05-08,"1.345,29","1.212,62","651,59",,,"1.143,71","717,34","362,56"
2006-05-15,"1.344,22","1.202,03","651,59",,,"1.155,61","706,99","362,43"
2006-05-22,"1.337,34","1.198,22","651,59",,,"1.136,2","712,54","355,75"
2006-05-29,"1.335,81","1.196,47","651,59",,,"1.134,69","713,79","360,22"
2006-06-05,"1.336,4","1.196,99","651,59",,,"1.133,95","710,57","358,26"
2006-06-12,"1.336,72","1.197,12","651,59",,,"1.135,86","707,87","351,39"
2006-06-19,"1.336,72","1.197,12","651,59",,,"1.139,59","714,78","342,4"
2006-06-26,"1.336,72","1.197,12","651,59",,,"1.140,45","714,12","342,44"
2006-07-03,"1.354,09","1.197,12","651,59",,,"1.144,39","710,67","342,57"
2006-07-10,"1.367,11","1.201,87","651,59",,,"1.139,53","712,85","346,37"
2006-07-17,"1.385,08","1.207,26","651,59",,,"1.153,19","720,93","360,61"
2006-07-24,"1.387,42","1.207,26","651,59",,,"1.140,48","718,3","355,55"
2006-07-31,"1.387,16","1.206,43","651,59",,,"1.143,89","720,97","358,29"
2006-08-07,"1.388,58","1.206,43","651,02",,,"1.149,92","728,08",362
2006-08-14,"1.389,48","1.206,69","651,02",,,"1.151,51","727,95","360,83"
2006-08-21,"1.362,07","1.207,02","651,02",,,"1.147,02","723,21","347,73"
2006-08-28,"1.329,95","1.206,81","651,02",,,"1.153,52","711,84","345,28"
2006-09-04,"1.293,31","1.188,55",651,,,"1.146,54","721,55","336,96"
2006-09-11,"1.271,34","1.177,6","650,38",,,"1.132,94","711,26","324,64"
2006-09-18,"1.251,56","1.158,4","649,82",,,"1.104,26","695,31","310,24"
2006-09-25,"1.231,52","1.128,68","649,64",,,"1.086,5","684,49","293,27"
2006-10-02,"1.230,16","1.127,14",649,,,"1.090,28","671,52","295,72"
2006-10-09,"1.220,03","1.116,96","609,37",,,"1.085,99","666,31","291,81"
2006-10-16,"1.219,79","1.116,96","609,37",,,"1.085,72","670,4","302,45"
2006-10-23,"1.219,79","1.116,96","609,37",,,"1.083,68","668,57","297,68"
2006-10-30,"1.219,79","1.117,02","609,37",,,"1.089,03","666,37","297,49"
2006-11-06,"1.220,03","1.116,81","609,37",,,"1.072,37","659,66","295,17"
2006-11-13,"1.219,93","1.116,14","609,37",,,"1.081,6","660,14","295,53"
2006-11-20,"1.218,78","1.113,76","609,37",,,"1.081,52","658,85","291,95"
2006-11-27,"1.218,89","1.113,87","609,37",,,"1.075,81","652,55","285,5"
2006-12-04,"1.219,22","1.113,87","609,37",,,"1.089,8","660,89","287,4"
2006-12-11,"1.219,22","1.113,87","609,37",,,"1.080,3","654,06","281,48"
2006-12-18,"1.219,22","1.113,87","609,37",,,"1.082,01","650,82","284,68"
2007-01-08,"1.218,68","1.114,29","609,37",,,"1.055,18","641,55","276,74"
2007-01-15,"1.207,69","1.098,03","609,37",,,"1.045,66","641,31","275,78"
2007-01-22,"1.198,79","1.079,86","609,37",,,"1.033,35","625,85","263,36"
2007-01-29,"1.198,22","1.079,72","609,37",,,"1.046,83","644,62","271,59"
2007-02-05,"1.198,59","1.079,34","609,37",,,"1.054,47","645,12","279,43"
2007-02-12,"1.200,79","1.081,68","609,37",,,"1.056,87","651,39","290,97"
2007-02-19,"1.201,46","1.082,07","609,37",,,"1.049,86","644,86","281,07"
2007-02-26,"1.221,66","1.097,83","609,37",,,"1.060,79","653,13","289,13"
2007-03-05,"1.231,49","1.099,76","609,37",,,"1.064,91","653,55","297,1"
2007-03-12,"1.241,27","1.108,92","609,37",,,"1.068,24","656,85","298,1"
2007-03-19,"1.240,75","1.108,92","609,37",,,"1.065,63","649,98","294,33"
2007-03-26,"1.240,43","1.108,45","609,37",,,"1.067,03","651,28","301,7"
2007-04-02,"1.256,4","1.113,86","609,37",,,"1.083,59","661,98","314,15"
2007-04-16,"1.276,21","1.127,27","631,63",,,"1.096,26","675,43","318,48"
2007-04-23,"1.279,61","1.128,12",641,,,"1.087,72","680,62","321,62"
2007-04-30,"1.293,63","1.128,71","621,38",,,"1.088,56","673,23","330,08"
2007-05-07,"1.309,43","1.129,3","621,38",,,"1.091,5","675,77","333,11"
2007-05-14,"1.312,83",1.129,"619,89",,,"1.090,84","674,83","327,81"
2007-05-21,"1.326,55","1.131,89","617,47",,,"1.097,65","677,6","333,7"
2007-05-28,"1.342,73","1.139,33","615,97",,,"1.101,48","679,58","344,7"
2007-06-04,"1.343,85","1.147,78","615,97",,,"1.092,7","679,79","337,34"
2007-06-11,"1.346,21","1.150,77","615,97",,,"1.103,84","683,28","343,01"
2007-06-18,"1.346,14","1.151,9","614,47",,,"1.107,45","687,7","347,55"
2007-06-25,"1.350,93","1.156,35","614,47",,,"1.112,49","694,03","350,1"
2007-07-02,"1.351,09","1.157,81","615,96",,,"1.107,82","693,16","361,47"
2007-07-09,"1.352,35","1.158,59","615,96",,,"1.115,79","707,71","367,37"
2007-07-16,"1.358,88","1.164,4","625,77",,,"1.119,22","703,43","364,76"
2007-07-23,"1.356,7","1.164,32","625,77",,,"1.120,97","704,67","372,62"
2007-07-30,"1.348,53","1.172,5","625,77",,,"1.123,78","706,86","374,06"
2007-08-06,"1.332,93","1.182,24","625,71",,,"1.125,48","707,79","370,85"
2007-08-13,"1.302,4","1.174,41","626,26",,,"1.115,54","691,9","362,51"
2007-08-20,"1.301,15","1.171,43","625,71",,,"1.110,73","697,22","367,04"
2007-08-27,"1.293,62","1.164,43","625,71",,,"1.108,26","682,37","350,35"
2007-09-03,"1.297,97","1.167,74","625,71",,,"1.116,38","685,93","355,98"
2007-09-10,"1.308,83","1.173,52","626,35",,,"1.126,24","702,44","362,46"
2007-09-17,"1.307,5","1.188,59","626,35",,,"1.138,25","704,39","366,33"
2007-09-24,"1.313,24","1.197,45","626,35",,,1.148,707,"366,74"
2007-10-01,"1.314,09","1.203,16","626,35",,,"1.143,23","696,14","362,11"
2007-10-08,"1.311,48","1.203,36","626,35",,,"1.132,79","706,31","366,29"
2007-10-15,"1.311,83","1.203,36","627,88",,,"1.143,26","714,7","377,16"
2007-10-22,"1.313,46","1.207,57","638,97",,,"1.159,28","727,6","383,5"
2007-10-29,"1.319,09","1.213,84","643,96",,,"1.169,85","736,9","392,38"
2007-11-05,"1.331,65","1.229,38","647,49",,,"1.196,21","768,05","413,58"
2007-11-12,"1.356,42","1.259,41","653,4",,,"1.219,75","768,38","429,84"
2007-11-19,"1.360,44","1.264,19","657,12",,,"1.217,46","768,18","420,45"
2007-11-26,"1.363,88","1.289,21","666,09",,,"1.233,49","784,27","432,84"
2007-12-03,"1.363,44","1.291,56","668,4",,,"1.223,75","774,39","417,38"
2007-12-10,"1.361,99","1.290,03","668,89",,,"1.206,09","768,68","411,25"
2007-12-17,"1.358,66","1.281,36","669,92",,,"1.217,05","785,79","407,64"
2007-12-31,"1.359,16","1.280,95","671,09",,,"1.217,49","781,07","434,35"
2008-01-07,"1.377,18","1.295,83","672,3",,,"1.223,89","807,21","444,94"
2008-01-14,"1.371,94","1.287,22","672,3",,,"1.223,32","774,78","428,53"
2008-01-21,"1.355,99","1.260,5","674,6",,,"1.203,09","776,64","411,16"
2008-01-28,"1.351,75","1.254,85","684,45",,,"1.201,22","772,17","402,14"
2008-02-04,"1.352,92","1.258,77","691,29",,,"1.201,49","765,96","405,99"
2008-02-11,"1.352,35","1.258,79","691,29",,,"1.205,12","783,49","400,91"
2008-02-18,"1.367,02","1.278,86","691,89",,,"1.238,4","804,31","416,29"
2008-02-25,"1.385,05","1.309,05","691,89",,,"1.250,9","817,96","419,7"
2008-03-03,"1.388,46","1.313,45","691,89",,,"1.260,72","814,53","417,41"
2008-03-10,"1.388,75","1.325,07","691,89",,,"1.286,93","824,23","418,37"
2008-03-17,"1.385,52",1.349,"691,89",,,"1.296,59","831,33","420,65"
2008-03-31,"1.363,13","1.326,94","681,78",,,"1.279,41","830,84","407,23"
2008-04-07,"1.364,2","1.326,47","680,8",,,"1.272,43","846,23","425,9"
2008-04-14,"1.380,4","1.346,01","677,83",,,"1.301,23","863,1","435,26"
2008-04-21,"1.380,72","1.366,36","677,83",,,"1.317,47","869,02","438,48"
2008-04-28,"1.395,85","1.377,11","677,83",,,"1.333,83","869,13","440,9"
2008-05-05,"1.431,6","1.411,36","688,55",,,"1.343,91","877,47","443,73"
2008-05-12,"1.459,08","1.445,65","689,27",,,"1.405,8","915,1","466,11"
2008-05-19,"1.473,16","1.467,06","689,27",,,"1.431,52","926,06","481,47"
2008-05-26,"1.497,1","1.493,51","691,24",,,"1.459,79","940,16","485,15"
2008-06-02,"1.496,4","1.490,21","691,31",,,"1.445,81","916,74","493,56"
2008-06-09,"1.502,78","1.497,85","691,55",,,"1.440,87","925,73","497,95"
2008-06-16,"1.524,64","1.520,34","693,52",,,"1.470,68","958,96","521,37"
2008-06-23,"1.525,03","1.520,65","691,55",,,"1.458,01","953,56","521,87"
2008-06-30,"1.524,97","1.520,52","693,52",,,"1.467,02","974,07","534,24"
2008-07-07,"1.528,3","1.524,07","694,96",,,"1.486,88","1.005,58","569,44"
2008-07-14,"1.532,35","1.528,42","696,82",,,"1.481,92","1.002,86","578,35"
2008-07-21,"1.524,12","1.518,98","696,82",,,"1.461,92","983,97","561,36"
2008-07-28,"1.489,64","1.484,71","697,06",,,"1.425,7","959,13","541,85"
2008-08-04,"1.467,45","1.462,36","689,18",,,"1.404,45","963,87","527,83"
2008-08-11,"1.453,2","1.427,88","689,18",,,"1.371,2","934,73","509,93"
2008-08-18,"1.448,54","1.418,55","689,18",,,1.360,"943,28","514,23"
2008-08-25,"1.450,35","1.418,25","689,18",,,"1.380,93","931,61","525,25"
2008-09-01,"1.454,13","1.415,97","689,97",,,"1.372,97","935,76","526,81"
2008-09-08,"1.445,69","1.396,53","688,38",,,"1.350,9","913,95","495,43"
2008-09-15,"1.444,53","1.375,74","688,38",,,"1.345,24","895,94","480,11"
2008-09-22,"1.405,47","1.353,28","690,75",,,"1.319,89","881,71","441,09"
2008-09-29,"1.413,39","1.362,77","691,1",,,"1.338,95","902,41","473,04"
2008-10-06,"1.403,83","1.359,63","687,16",,,"1.325,31","894,88","462,2"
2008-10-13,"1.351,51","1.297,76","685,46",,,"1.271,16","848,69","428,02"
2008-10-20,"1.292,85","1.252,68","685,46",,,"1.211,41","812,85","377,75"
2008-10-27,"1.266,53","1.232,3","683,68",,,"1.209,27","819,78","391,96"
2008-11-03,"1.255,69","1.217,37","683,68",,,"1.188,43","797,89",363
2008-11-10,"1.222,51","1.209,92","680,28",,,"1.182,75","788,09","341,68"
2008-11-17,"1.199,76","1.192,67","657,93",,,"1.153,25","766,62","332,71"
2008-11-24,"1.154,11","1.148,63","653,44",,,"1.122,9","755,34","321,81"
2008-12-01,"1.146,96","1.141,85","640,54",,,"1.117,74","756,81","317,27"
2008-12-08,"1.127,81","1.113,02","626,45",,,"1.082,86","737,93","301,78"
2008-12-15,"1.114,59","1.080,19","616,67",,,"1.047,06","727,46","283,67"
2008-12-22,"1.102,18","1.053,45","608,52",,,"1.023,71","709,65","268,09"
2009-01-05,"1.082,64","1.022,49","607,31",,,"1.006,25","701,76","252,01"
2009-01-12,"1.112,87","1.052,18","605,9",,,"1.031,56","718,44","282,8"
2009-01-19,"1.132,41","1.070,11","591,37",,,"1.032,97","715,18","270,79"
2009-01-26,"1.136,43",1.061,"584,8",,,"1.019,45","708,97","280,47"
2009-02-02,"1.144,18","1.062,59","584,1",,,"1.026,08","715,13","279,96"
2009-02-09,"1.142,07","1.065,93","590,76",,,"1.018,01","714,79","280,09"
2009-02-16,"1.134,66","1.061,17","590,76",,,"1.011,6","714,37","290,34"
2009-02-23,"1.143,29","1.033,24","590,76",,,"991,1","737,98","285,6"
2009-03-02,"1.156,23","1.020,86","590,76",,,"993,69","743,86","290,67"
2009-03-09,"1.160,68","1.018,14","590,76",,,"979,81","677,16","280,8"
2009-03-16,1.165,"1.018,83","577,49",,,"971,84","678,05","289,02"
2009-03-23,"1.164,48","1.026,5","565,77",,,"988,31","710,37","282,01"
2009-03-30,"1.186,42","1.041,53","558,69",,,"1.013,85","765,67","292,67"
2009-04-06,"1.175,87","1.032,3","557,54",,,"1.011,02","725,66","291,61"
2009-04-20,"1.196,31","1.051,82","546,62",,,"1.015,36","730,65","305,5"
2009-04-27,"1.197,58","1.055,19","545,03",,,"1.000,09","724,49","302,95"
2009-05-04,"1.183,32","1.051,86","545,03",,,"997,45","723,03","299,26"
2009-05-11,"1.229,38","1.071,09","537,53",,,"1.010,34","744,43","325,68"
2009-05-18,"1.234,04","1.066,09","534,37",,,"1.009,53","710,27","332,5"
2009-05-25,"1.263,06","1.060,03","535,24",,,"1.003,4","712,53","332,61"
2009-06-01,"1.275,81","1.064,7","539,27",,,"1.010,11","742,69","334,08"
2009-06-08,"1.283,37","1.090,13","548,44",,,"1.041,53","755,42","359,11"
2009-06-15,"1.305,07","1.109,55","551,88",,,"1.059,44","763,35","367,55"
2009-06-22,"1.316,06","1.118,09","552,32",,,"1.077,23","775,31",368
2009-06-29,"1.291,46","1.101,62","552,9",,,"1.062,21","768,34","349,8"
2009-07-06,"1.279,43","1.096,17","542,35",,,"1.049,67","763,44","358,69"
2009-07-13,"1.259,53","1.074,66","544,68",,,"1.026,89","750,02","345,5"
2009-07-20,"1.251,29","1.064,92","545,39",,,"1.034,27","760,09","362,83"
2009-07-27,"1.279,4","1.102,77","546,15",,,"1.054,86","772,69","372,7"
2009-08-03,"1.280,03",1.104,"546,15",,,"1.064,41","777,31","370,7"
2009-08-10,"1.307,44","1.127,23","547,56",,,"1.076,23","786,58","379,25"
2009-08-17,"1.303,9","1.123,63","547,14",,,"1.073,56","783,95","386,27"
2009-08-24,"1.296,28","1.118,92","545,73",,,"1.074,6","791,35","391,86"
2009-08-31,"1.292,07","1.116,85","545,73",,,"1.068,32","782,89","393,1"
2009-09-07,"1.272,05","1.094,85","545,73",,,"1.049,25","773,1","374,37"
2009-09-14,"1.270,04","1.092,99","545,73",,,"1.049,76","771,34","371,88"
2009-09-21,"1.267,19","1.091,4","545,11",,,"1.051,16","777,24","377,76"
2009-09-28,1.241,"1.075,68","545,11",,,"1.036,54","759,57","362,96"
2009-10-05,"1.236,39","1.079,16","545,1",,,"1.037,97","758,97","369,7"
2009-10-12,"1.251,18","1.086,55","545,11",,,"1.044,08","768,63","368,62"
2009-10-19,"1.264,46","1.106,49","545,11",,,"1.070,53","778,31","375,41"
2009-10-26,"1.286,54","1.126,57","545,11",,,"1.088,65","795,37","397,41"
2009-11-02,"1.294,88","1.134,57","543,67",,,"1.098,66","797,99","406,5"
2009-11-09,"1.293,08","1.129,46","567,7",,,"1.093,7","798,56","400,11"
2009-11-16,"1.282,61","1.116,63","582,08",,,"1.082,97","791,66","397,67"
2009-11-23,"1.288,77","1.124,63","587,8",,,"1.083,77","796,31","400,08"
2009-11-30,"1.281,29","1.117,5","592,98",,,"1.078,11","791,22","395,65"
2009-12-07,"1.281,07","1.118,06","593,62",,,"1.079,27","792,78","395,19"
2009-12-14,"1.270,31","1.108,88","596,08",,,"1.073,08","781,5","386,97"
2009-12-21,"1.263,98","1.113,34","603,75",,,"1.088,21","793,13","391,98"
2009-12-28,"1.272,03","1.116,97","604,17",,,"1.094,83","797,31","402,02"
2010-01-04,"1.293,97","1.135,46","608,08",,,"1.108,27","804,79","406,28"
2010-01-11,"1.310,76","1.152,97","612,98",,,"1.137,6","827,21","428,15"
2010-01-18,"1.315,94","1.157,52","622,23",,,"1.124,46","813,78","411,95"
2010-01-25,"1.313,83","1.147,15","624,2",,,"1.119,99","810,33","409,47"
2010-02-01,"1.312,6","1.136,04","625,72",,,"1.108,19","807,68","410,4"
2010-02-08,"1.320,82","1.142,94","637,05",,,"1.114,04","807,37","408,19"
2010-02-15,"1.306,98","1.135,23","646,19",,,"1.109,37","814,66","409,58"
2010-02-22,"1.311,1","1.155,08","655,77",,,"1.126,13","830,64","416,92"
2010-03-01,"1.333,18","1.180,87","655,86",,,"1.132,89","823,29","404,71"
2010-03-08,"1.352,43","1.181,81","655,88",,,"1.144,92","826,76","418,08"
2010-03-15,"1.363,15","1.189,53","655,9",,,"1.153,36","829,5","419,6"
2010-03-22,"1.376,49","1.200,84","656,47",,,"1.159,05","835,82","426,96"
2010-03-29,"1.377,49","1.201,89","662,12",,,"1.163,68","844,16","438,14"
2010-04-12,"1.392,62","1.219,94","662,55",,,"1.187,9","857,66","450,75"
2010-04-19,"1.392,12","1.223,21","658,93",,,"1.193,62","863,04","456,16"
2010-04-26,"1.389,67","1.230,4","659,15",,,"1.200,89","862,81","455,98"
2010-05-03,"1.404,64","1.247,62","659,17",,,"1.212,56","867,05","461,75"
